"受訪者編號","訪問年","訪問月","性別","出生民國年","出生月","現居地","住宅種類","上網_高中","上網_大學","學校種類","課程難易度","學校規定與作息","到朋友家過夜","每天幾點鐘要回家","穿著和儀容","生活作息","上網的時間","交男／女朋友","金錢使用","工作選擇","父親目前的健康","向父親說心事","母親目前的健康","向母親說心事","中低收入戶生活補助","重大傷病、傷病醫療補助","生活過得快樂嗎","生活過得好不好","網癮_1","網癮_2","網癮_3","網癮_4","網癮_5","教育排名","出生西元年","年齡"
6021042,2018,2,1,87,7,744,7,0,10,12,0,0,2,2,2,2,2,2,2,2,4,2,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
6021051,2018,2,2,83,2,335,4,0,0,12,0,0,2,2,2,2,2,2,2,2,1,3,1,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,24
6021052,2018,2,1,86,10,732,7,0,10,13,0,0,3,3,3,3,1,2,3,6,2,3,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
6021101,2018,2,2,84,11,510,2,0,6,13,0,0,3,1,2,3,3,2,2,2,3,3,2,1,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
6021102,2018,2,2,86,5,433,4,0,7,12,0,0,2,3,1,1,1,3,2,2,4,4,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
6021152,2018,2,1,83,8,732,4,0,0,12,0,0,1,2,1,2,1,1,1,1,2,3,2,3,0,0,6,1,NA,NA,NA,NA,NA,0,1994,23
6021191,2018,2,2,88,2,732,2,0,0,6,0,0,4,3,1,1,1,1,1,1,1,5,1,4,0,0,7,0,NA,NA,NA,NA,NA,0,1999,19
6021192,2018,2,2,89,3,732,2,10,0,6,3,1,1,1,1,1,1,1,1,1,1,5,1,5,0,0,7,0,NA,NA,NA,NA,NA,4,2000,17
6021221,2018,2,1,88,2,732,6,0,0,6,0,0,3,3,3,3,3,3,3,3,1,3,1,3,0,0,6,0,NA,NA,NA,NA,NA,0,1999,19
6021341,2018,2,1,83,5,717,2,0,8,12,0,0,1,1,2,2,1,2,2,3,3,4,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
6021342,2018,2,1,86,4,333,7,0,5,13,0,0,2,3,2,1,1,1,2,1,3,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
6021361,2018,2,1,89,12,732,4,5,0,8,2,1,3,3,2,3,3,2,3,6,3,5,3,3,0,0,6,0,NA,NA,NA,NA,NA,2,2000,17
6021601,2018,3,1,86,7,820,97,0,0,13,0,0,1,1,1,1,1,1,1,1,3,4,3,4,0,0,7,0,NA,NA,NA,NA,NA,0,1997,20
6021602,2018,2,1,89,5,732,2,3,0,8,2,1,2,2,2,3,3,3,3,2,3,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,2,2000,17
6030261,2018,2,1,84,7,732,2,0,0,12,0,0,4,4,4,4,4,4,4,4,3,5,6,0,0,0,4,0,NA,NA,NA,NA,NA,0,1995,22
6031241,2018,1,2,85,12,732,2,0,5,12,0,0,4,3,1,2,1,2,1,2,2,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
6031242,2018,1,2,88,6,732,2,0,5,12,0,0,4,3,3,3,3,2,1,2,2,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
6031301,2018,2,1,86,12,600,2,0,7,13,0,0,3,3,3,3,2,2,3,2,3,5,3,5,0,0,5,3,NA,NA,NA,NA,NA,0,1997,20
6031302,2018,2,2,90,3,732,2,5,0,8,1,1,3,3,3,3,3,2,3,3,3,2,96,5,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
6031311,2018,2,2,87,6,106,4,0,0,8,0,0,1,1,1,1,1,1,1,1,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
6031312,2018,2,1,88,11,732,2,6,0,8,2,2,6,3,3,3,3,6,3,3,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,3,1999,18
6031341,2018,2,1,84,11,732,1,0,6,12,0,0,3,3,2,3,3,2,3,3,3,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
6031342,2018,2,1,85,8,732,1,0,0,10,0,0,1,1,1,1,1,1,1,2,1,5,1,5,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
6031343,2018,2,2,90,10,732,1,4,0,5,2,2,3,3,3,3,3,3,3,3,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
6031451,2018,1,1,86,3,732,4,0,6,13,0,0,3,3,2,3,3,2,2,2,1,3,1,3,0,0,6,1,NA,NA,NA,NA,NA,0,1997,20
6031452,2018,1,1,88,4,732,4,0,4,13,0,0,0,3,2,3,3,1,2,0,4,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
6040072,2018,2,1,83,11,913,2,0,0,8,0,0,3,2,2,2,2,2,2,2,3,5,3,5,0,0,3,0,NA,NA,NA,NA,NA,0,1994,23
6040161,2018,3,1,83,3,913,2,0,0,4,0,0,2,2,2,2,2,2,2,2,6,0,4,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,24
6040162,2018,3,1,83,12,913,2,0,0,4,0,0,2,1,1,1,1,1,1,1,6,0,4,5,0,0,4,0,NA,NA,NA,NA,NA,0,1994,23
6041182,2018,3,2,87,11,104,8,0,10,13,0,0,1,1,1,1,1,1,1,1,4,5,1,5,0,0,3,0,NA,NA,NA,NA,NA,0,1998,19
6041223,2018,4,2,89,10,913,3,3,0,5,2,1,4,2,1,3,1,4,2,3,2,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,3,2000,17
6041321,2018,3,1,88,3,913,3,0,6,12,0,0,3,3,2,3,3,3,3,3,3,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1999,19
6041322,2018,3,1,89,12,913,3,4,0,5,2,2,4,3,1,3,3,2,2,3,3,4,3,4,0,0,4,0,NA,NA,NA,NA,NA,3,2000,17
6041471,2018,2,1,90,10,320,6,3,0,6,2,2,3,3,3,3,3,1,2,3,2,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,3,2001,16
6513541,2018,2,1,88,1,651,2,0,0,6,0,0,4,4,2,4,4,4,3,3,96,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,19
7010043,2018,2,2,83,12,513,4,0,0,12,0,0,3,4,3,3,3,2,2,3,3,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
7011071,2018,2,1,85,3,111,7,0,4,13,0,0,2,2,1,2,1,2,2,2,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7011072,2018,2,2,86,10,251,8,0,4,13,0,0,3,2,1,2,1,2,2,2,3,4,2,4,0,0,3,0,NA,NA,NA,NA,NA,0,1997,20
7011101,2018,2,1,84,1,330,8,0,0,13,0,0,2,3,1,2,1,2,2,2,3,5,3,5,0,0,4,0,NA,NA,NA,NA,NA,0,1995,23
7011231,2018,2,1,87,5,333,7,0,3,12,0,0,0,3,2,3,2,2,3,3,4,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
7011263,2018,2,1,83,1,333,7,0,0,12,0,0,2,2,1,3,1,1,2,1,2,4,2,4,0,0,5,1,NA,NA,NA,NA,NA,0,1994,24
7011511,2018,2,1,84,12,333,8,0,5,13,0,0,3,3,3,1,3,2,3,3,3,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
7011512,2018,2,2,88,1,333,8,0,4,13,0,0,4,3,2,2,3,4,3,3,3,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,19
7012511,2018,2,1,88,6,701,4,0,5,12,0,0,4,3,1,2,1,1,2,3,2,5,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
7020212,2018,3,2,85,8,700,7,0,3,13,0,0,0,0,0,0,0,0,0,0,3,5,3,5,2,6,4,0,NA,NA,NA,NA,NA,0,1996,21
7020403,2018,3,1,87,1,515,4,0,0,12,0,0,4,1,3,4,1,1,3,2,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1998,20
7021061,2018,4,1,83,10,513,2,0,0,13,0,0,2,2,1,2,2,2,2,2,3,5,1,4,0,0,7,0,NA,NA,NA,NA,NA,0,1994,23
7021062,2018,4,2,85,9,513,4,0,7,12,0,0,3,2,1,3,1,2,2,2,3,3,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7021073,2018,3,1,85,12,513,2,0,0,8,0,0,3,3,3,2,3,6,3,3,1,3,1,3,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
7021091,2018,3,2,85,1,513,2,0,6,12,0,0,3,3,1,2,1,3,2,3,3,4,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1996,22
7021092,2018,4,1,87,7,513,8,0,9,13,0,0,2,2,1,3,3,2,3,2,3,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
7021093,2018,4,1,89,8,513,1,10,0,8,1,1,4,4,1,3,2,1,4,4,3,5,3,5,0,0,4,0,NA,NA,NA,NA,NA,3,2000,17
7021101,2018,4,1,88,7,513,7,0,10,12,0,0,2,2,1,2,2,1,2,2,3,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
7021102,2018,4,2,89,8,513,8,7,0,9,2,2,4,3,2,4,3,2,3,2,3,3,3,3,0,0,4,0,NA,NA,NA,NA,NA,2,2000,17
7021112,2018,4,2,84,6,513,2,0,0,13,0,0,4,4,3,4,3,2,4,2,2,5,4,5,2,2,5,0,NA,NA,NA,NA,NA,0,1995,22
7021113,2018,2,1,86,4,513,3,0,0,12,0,0,2,2,2,3,2,2,3,2,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
7021114,2018,4,2,88,2,513,8,0,10,13,0,0,3,4,1,3,3,2,4,3,2,5,3,5,0,0,7,0,NA,NA,NA,NA,NA,0,1999,19
7021141,2018,3,2,87,2,513,1,0,0,4,0,0,3,2,3,3,3,3,3,3,3,4,96,4,1,2,5,0,NA,NA,NA,NA,NA,0,1998,20
7021142,2018,3,1,88,3,513,1,0,0,8,0,0,2,2,2,3,3,2,2,1,3,5,96,5,0,0,4,0,NA,NA,NA,NA,NA,0,1999,19
7021172,2018,2,2,83,10,513,3,0,0,8,0,0,3,3,1,1,1,2,3,1,6,0,1,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
7021173,2018,2,2,86,7,513,1,0,0,8,0,0,3,1,1,1,1,1,1,1,6,0,1,4,2,2,7,0,NA,NA,NA,NA,NA,0,1997,20
7021174,2018,2,1,88,12,513,4,0,0,8,0,0,3,2,1,3,3,1,3,3,6,0,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
7021181,2018,4,1,90,2,513,4,6,0,8,2,1,6,1,1,1,2,1,1,1,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,3,2001,17
7021241,2018,2,2,88,9,513,5,6,0,5,2,1,2,2,1,2,2,1,2,2,2,4,2,1,0,0,7,0,NA,NA,NA,NA,NA,4,1999,18
7021271,2018,4,2,89,6,513,7,10,0,9,2,2,4,4,1,3,2,3,3,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,1,2000,17
7021301,2018,4,1,84,4,513,7,0,10,14,0,0,2,1,1,3,1,1,2,2,3,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,23
7021362,2018,2,2,85,12,513,1,0,0,12,0,0,2,3,1,3,2,1,3,1,2,5,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7021363,2018,2,2,88,3,513,1,0,3,12,0,0,3,3,1,3,3,3,3,2,1,5,3,4,0,0,7,0,NA,NA,NA,NA,NA,0,1999,18
7021401,2018,3,1,89,4,513,4,4,0,6,2,3,2,2,1,3,3,3,3,3,2,3,2,3,0,0,7,0,NA,NA,NA,NA,NA,2,2000,17
7021402,2018,3,2,90,4,513,4,4,0,8,3,1,3,3,2,3,3,4,3,3,2,3,2,3,0,0,7,0,NA,NA,NA,NA,NA,2,2001,16
7021541,2018,3,1,88,11,513,2,4,0,5,3,2,2,3,1,3,3,1,2,2,3,5,3,5,0,0,4,0,NA,NA,NA,NA,NA,1,1999,18
7030033,2018,2,1,84,1,300,4,0,2,14,0,0,2,1,2,3,2,1,1,2,1,2,1,1,0,0,6,0,NA,NA,NA,NA,NA,0,1995,23
7030353,2018,2,2,84,6,712,2,0,0,12,0,0,3,3,2,3,3,2,3,2,2,5,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
7030354,2018,2,1,85,11,842,4,0,0,8,0,0,2,2,2,2,2,3,3,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
7030355,2018,2,2,85,11,116,4,0,6,13,0,0,2,2,1,2,1,2,3,2,3,5,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7031051,2018,1,1,90,11,513,3,3,0,5,2,1,3,0,2,4,4,6,3,6,1,5,1,5,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
7031161,2018,2,2,90,11,515,2,2,0,5,2,2,3,2,1,2,2,1,2,3,2,2,2,2,0,0,3,0,NA,NA,NA,NA,NA,4,2001,16
7031162,2018,2,1,90,11,515,2,2,0,5,2,2,3,4,2,4,3,3,3,2,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,3,2001,16
7031242,2018,2,2,83,2,513,1,0,0,12,0,0,3,3,2,2,2,3,2,2,2,3,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,24
7031341,2018,3,1,83,7,513,97,0,0,12,0,0,1,3,1,2,1,1,1,1,1,4,1,4,0,0,6,1,NA,NA,NA,NA,NA,0,1994,23
7031342,2018,3,2,85,4,513,97,0,6,12,0,0,1,1,1,1,1,1,2,1,1,5,1,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7031421,2018,2,1,86,8,807,3,7,0,8,3,3,2,2,1,2,3,2,3,2,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,1,1997,20
7031422,2018,2,1,88,3,513,99,0,0,8,0,0,3,2,1,3,3,1,2,1,2,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
7031482,2018,2,1,83,4,513,4,0,0,12,0,0,3,3,2,3,3,2,3,2,3,5,4,4,0,0,5,4,NA,NA,NA,NA,NA,0,1994,23
7031483,2018,2,2,84,12,513,3,0,4,12,0,0,3,3,1,2,1,2,3,1,2,5,4,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
7031552,2018,2,2,84,7,513,4,0,0,12,0,0,2,2,1,3,3,1,1,2,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
7040093,2018,2,1,83,2,333,4,0,0,8,0,0,4,3,2,2,4,3,4,2,3,5,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,24
7040235,2018,2,2,85,5,333,4,0,3,13,0,0,1,1,1,1,1,1,1,1,2,5,2,5,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
7041011,2018,2,2,86,5,712,4,0,7,12,0,0,3,2,1,2,2,1,3,1,3,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
7041012,2018,2,2,88,4,712,4,0,6,12,0,0,4,4,3,4,3,3,3,4,3,4,3,2,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
7041013,2018,2,1,89,8,712,4,5,0,9,3,1,4,4,3,3,4,3,4,3,2,4,2,4,0,0,7,0,NA,NA,NA,NA,NA,2,2000,17
7041021,2018,2,1,83,12,712,2,0,0,8,0,0,3,2,2,3,3,1,2,3,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
7041022,2018,2,2,86,1,712,2,0,5,12,0,0,4,3,2,3,3,2,2,3,3,4,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1997,21
7041023,2018,2,2,87,1,950,7,0,10,10,0,0,2,2,1,2,2,2,1,2,3,5,4,5,0,0,6,0,NA,NA,NA,NA,NA,0,1998,20
7041133,2018,2,2,83,8,434,8,0,0,12,0,0,1,1,1,1,1,1,1,1,2,5,2,5,2,2,7,0,NA,NA,NA,NA,NA,0,1994,23
7041181,2018,1,1,87,6,701,4,0,0,5,0,0,3,4,4,4,4,3,3,2,2,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
7041182,2018,1,1,89,10,701,4,3,0,5,2,2,3,3,3,3,3,3,3,3,3,4,3,4,0,0,3,0,NA,NA,NA,NA,NA,1,2000,17
7041203,2018,3,2,83,3,234,7,0,0,12,0,0,1,1,1,1,1,1,1,1,2,4,2,5,0,0,7,0,NA,NA,NA,NA,NA,0,1994,24
7041261,2018,2,1,90,11,712,4,4,0,8,3,2,3,3,3,3,3,3,3,3,1,2,1,2,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
7041391,2018,2,2,87,7,712,4,0,3,12,0,0,4,3,3,2,3,4,2,2,2,4,3,4,0,0,7,0,NA,NA,NA,NA,NA,0,1998,19
7041392,2018,2,1,90,4,712,4,1,0,8,2,1,2,1,2,1,4,4,1,3,2,5,1,3,0,0,5,0,NA,NA,NA,NA,NA,1,2001,16
7041411,2018,2,2,89,10,712,5,5,0,5,2,1,4,4,3,3,4,2,3,3,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
7041422,2018,2,2,83,9,404,8,0,0,10,0,0,2,1,3,3,2,2,3,3,3,5,3,3,2,2,5,0,NA,NA,NA,NA,NA,0,1994,23
7041472,2018,2,1,84,1,712,4,0,0,12,0,0,3,3,1,3,1,2,2,3,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,23
7041483,2018,2,2,88,8,712,5,0,6,12,0,0,3,2,1,2,1,2,3,1,3,3,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
7041502,2018,2,1,83,3,712,6,0,0,10,0,0,2,2,2,2,2,2,2,2,3,4,3,5,2,2,7,0,NA,NA,NA,NA,NA,0,1994,23
7041503,2018,2,2,88,6,950,2,0,0,6,0,0,2,2,2,2,2,2,3,3,3,2,3,1,2,2,5,0,NA,NA,NA,NA,NA,0,1999,18
7041511,2018,2,1,85,11,711,4,0,8,13,0,0,1,1,4,3,2,2,1,0,2,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
7041512,2018,2,2,87,1,711,7,0,5,13,0,0,2,2,2,1,3,2,3,0,3,5,5,4,0,0,6,0,NA,NA,NA,NA,NA,0,1998,20
7041531,2018,3,2,88,9,709,7,6,0,6,2,2,2,3,3,2,1,3,2,3,96,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,3,1999,18
7093301,2018,2,2,87,11,709,4,0,5,12,0,0,3,3,1,3,1,3,2,2,1,3,1,4,0,0,7,0,NA,NA,NA,NA,NA,0,1998,19
7212251,2018,2,2,88,10,721,4,4,0,5,2,2,2,2,2,3,2,3,3,2,2,4,2,1,0,0,5,0,NA,NA,NA,NA,NA,3,1999,18
7213291,2018,2,2,89,2,721,4,7,0,8,2,1,2,2,3,3,3,3,4,4,3,5,3,1,0,0,6,0,NA,NA,NA,NA,NA,2,2000,18
7213292,2018,2,2,90,5,721,4,4,0,6,2,1,3,3,2,3,3,2,3,3,2,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
7373081,2018,3,2,88,1,737,2,0,0,12,0,0,3,2,1,1,1,3,3,1,3,4,3,3,0,0,4,0,NA,NA,NA,NA,NA,0,1999,19
7373082,2018,3,2,90,11,737,2,6,0,8,2,2,3,3,1,3,3,2,3,2,2,2,2,4,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
8010012,2018,1,2,83,6,203,4,0,0,13,0,0,2,3,1,3,1,1,2,4,2,5,2,5,0,0,3,0,NA,NA,NA,NA,NA,0,1994,23
8010122,2018,2,2,86,6,204,7,0,10,13,0,0,3,2,1,2,1,2,3,2,2,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8010223,2018,2,2,84,7,206,8,0,0,13,0,0,2,3,2,3,3,2,3,2,2,1,2,1,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
8011031,2018,1,2,86,2,204,8,0,6,13,0,0,2,2,1,1,3,3,3,4,96,6,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8011092,2018,3,1,83,1,204,7,0,0,8,0,0,2,2,1,3,2,2,2,2,96,6,2,4,0,0,7,0,NA,NA,NA,NA,NA,0,1994,24
8011151,2018,2,2,84,2,204,7,0,0,12,0,0,3,0,1,2,1,1,3,3,2,3,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1995,23
8011152,2018,2,1,85,2,204,7,0,7,12,0,0,2,3,1,2,2,2,2,2,2,4,2,4,0,0,7,0,NA,NA,NA,NA,NA,0,1996,22
8011332,2018,2,2,84,4,204,8,0,0,12,0,0,2,3,3,3,2,2,3,3,3,3,2,3,0,0,4,0,NA,NA,NA,NA,NA,0,1995,22
8011333,2018,2,1,86,2,204,8,0,7,12,0,0,3,3,3,4,3,1,3,3,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,21
8011342,2018,3,2,83,3,111,7,0,0,10,0,0,2,1,2,2,1,2,2,2,2,5,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1994,24
8011343,2018,3,2,84,3,111,7,0,0,13,0,0,2,3,1,3,1,3,1,2,3,3,3,1,0,0,6,0,NA,NA,NA,NA,NA,0,1995,23
8011351,2018,2,2,86,10,204,4,0,6,12,0,0,2,3,1,3,2,1,2,1,1,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
8011473,2018,2,1,84,6,204,2,0,0,9,0,0,1,1,1,1,1,1,1,1,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
8011474,2018,2,1,88,12,204,2,6,0,6,1,1,2,2,1,3,2,1,3,3,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,2,1999,18
8011501,2018,2,1,84,11,528,8,0,0,8,0,0,2,2,1,3,3,2,2,2,2,5,2,5,0,0,7,0,NA,NA,NA,NA,NA,0,1995,22
8011502,2018,2,1,88,10,204,8,4,0,6,1,1,3,3,1,3,2,1,2,1,3,5,3,2,0,0,3,0,NA,NA,NA,NA,NA,3,1999,18
8020181,2018,2,2,88,11,204,8,2,0,6,2,1,4,3,2,3,3,4,3,3,2,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,2,1999,18
8020182,2018,2,1,90,12,204,8,4,0,8,2,3,4,4,3,4,4,4,4,3,1,4,1,4,0,0,7,0,NA,NA,NA,NA,NA,1,2001,16
8020243,2018,2,1,87,3,204,4,0,5,12,0,0,2,2,2,3,3,1,3,2,1,4,1,4,0,0,7,1,NA,NA,NA,NA,NA,0,1998,19
8020354,2018,3,1,88,4,304,7,0,5,13,0,0,2,1,2,3,2,2,3,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
8021251,2018,2,1,88,5,204,7,0,4,13,0,0,1,2,3,3,3,1,1,1,1,5,1,5,0,0,7,0,NA,NA,NA,NA,NA,0,1999,18
8030011,2018,2,2,86,5,220,8,0,7,13,0,0,1,1,1,2,1,2,1,2,3,4,3,2,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
8030012,2018,2,1,89,5,600,4,3,0,5,2,2,2,2,3,3,3,3,3,2,3,4,2,2,0,0,5,0,NA,NA,NA,NA,NA,4,2000,17
8030053,2018,2,2,85,9,251,7,0,5,13,0,0,3,1,1,2,2,3,1,2,3,4,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
8030263,2018,2,1,87,4,111,7,0,5,13,0,0,3,2,2,2,3,2,2,2,1,4,2,5,0,0,7,0,NA,NA,NA,NA,NA,0,1998,19
8030363,2018,2,2,83,12,500,4,0,0,13,0,0,3,3,2,3,2,3,2,2,3,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
8031031,2018,3,2,84,7,111,7,0,0,13,0,0,1,1,1,1,1,1,1,1,4,5,2,3,2,2,5,0,NA,NA,NA,NA,NA,0,1995,22
8031032,2018,2,2,85,10,242,7,0,3,13,0,0,4,1,1,1,1,4,1,1,4,5,3,5,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
8031451,2018,3,1,83,6,412,8,0,0,12,0,0,3,2,1,2,2,2,3,2,3,4,3,4,0,0,5,1,NA,NA,NA,NA,NA,0,1994,23
8031452,2018,2,1,84,9,412,8,0,5,12,0,0,3,3,2,1,1,2,1,2,3,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
8031453,2018,2,2,88,5,412,8,4,0,5,2,1,4,4,3,3,3,4,2,2,2,3,2,3,0,0,6,0,NA,NA,NA,NA,NA,2,1999,18
8031461,2018,3,2,85,1,717,4,0,5,12,0,0,4,3,1,3,3,4,1,1,4,4,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1996,22
8031462,2018,3,1,86,8,333,7,0,6,12,0,0,3,2,2,3,1,1,2,2,3,3,1,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8040462,2018,2,1,85,6,408,3,0,5,13,0,0,3,3,3,3,3,2,3,2,2,3,2,2,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
8041031,2018,2,2,85,3,407,8,0,5,13,0,0,3,3,3,3,3,3,3,3,2,4,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
8041032,2018,2,2,86,9,403,7,0,8,12,0,0,4,4,3,3,3,4,2,3,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
8041071,2018,2,1,90,7,412,4,7,0,6,2,2,4,3,2,2,2,1,2,2,2,3,2,4,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
8050192,2018,2,1,86,11,403,7,0,4,12,0,0,2,1,1,1,1,1,2,1,2,3,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8050231,2018,2,2,86,6,106,7,0,5,13,0,0,3,4,3,4,3,3,2,0,2,4,4,2,0,0,4,0,NA,NA,NA,NA,NA,0,1997,20
8050242,2018,2,1,84,10,403,4,0,0,8,0,0,3,2,1,1,1,2,2,2,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
8050243,2018,2,1,84,10,403,4,0,0,8,0,0,2,2,1,1,1,1,2,1,2,5,2,5,0,0,7,0,NA,NA,NA,NA,NA,0,1995,22
8050244,2018,2,2,83,5,403,4,0,0,8,0,0,3,3,2,3,3,2,2,2,2,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
8050281,2018,3,2,86,7,320,4,0,8,13,0,0,4,3,4,3,3,3,3,2,1,4,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8051051,2018,2,2,84,11,600,7,0,5,13,0,0,2,3,1,3,1,2,2,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
8051052,2018,2,1,87,9,600,7,0,4,13,0,0,3,1,2,2,2,1,2,1,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
8051141,2018,2,1,86,9,320,8,0,5,13,0,0,3,3,2,3,3,2,2,2,2,3,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8051251,2018,2,2,85,10,621,8,0,9,13,0,0,2,2,1,3,3,1,2,2,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
8051252,2018,2,1,90,8,621,4,5,0,8,2,1,4,4,3,4,4,6,4,2,1,5,1,5,0,0,7,0,NA,NA,NA,NA,NA,2,2001,16
8051301,2018,2,1,86,10,701,8,0,4,13,0,0,1,2,2,2,3,2,2,2,2,4,2,4,0,0,6,1,NA,NA,NA,NA,NA,0,1997,20
